都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,種別,住所,方書,緯度,経度,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,URL,備考,待機児童（０歳）,待機児童数（1歳）,待機児童数（２歳）,待機児童数（３歳）,待機児童数（４歳）,待機児童数（５歳以上）,待機児童数（計）,緯度_bodik,経度_bodik
122041,109,千葉県,船橋市,はさま保育園,ハサマホイクエン,私立保育園,千葉県船橋市飯山満町3-1512-1,,,,,,047-467-1999,,,,,,115,0歳～5歳,,,,,,,,11,1,1,0,0,0,13,35.711604 ,140.033798 
122041,110,千葉県,船橋市,美しが丘保育園,ウツクシガオカホイクエン,私立保育園,千葉県船橋市坪井東5-18-30,,,,,,047-457-8806,,,,,,60,0歳～5歳,,,,,,,,16,1,2,0,0,0,19,35.727950 ,140.062428 
122041,111,千葉県,船橋市,船橋ピコレール保育園,フナバシピコレールホイクエン,私立保育園,千葉県船橋市宮本2-6-26,,,,,,047-425-5057,,,,,,60,0歳～5歳,,,,,,,,5,0,0,0,0,0,5,35.694968 ,139.991076 
122041,112,千葉県,船橋市,なの花保育園,ナノハナホイクエン,私立保育園,千葉県船橋市飯山満町1-967-1,,,,,,047-405-9512,,,,,,90,0歳～5歳,,,,,,,,5,4,1,0,1,0,11,35.708952 ,140.015624 
122041,113,千葉県,船橋市,ベル・ナーサリー・アスール,ベル・ナーサリー・アスール,私立保育園,千葉県船橋市海神3-30-1,,,,,,047-432-1717,,,,,,60,0歳～5歳,,,,,,,,1,0,0,0,0,0,1,35.709409 ,139.978132 
122041,114,千葉県,船橋市,たちばな保育園,タチバナホイクエン,私立保育園,千葉県船橋市前原西2-24-10,,,,,,047-470-3745,,,,,,130,0歳～5歳,,,,,,,,29,1,3,1,0,0,34,35.693997 ,140.024239 
122041,115,千葉県,船橋市,南船橋保育園,ミナミフナバシホイクエン,私立保育園,千葉県船橋市若松2-3-15,,,,,,047-401-5115,,,,,,140,0歳～5歳,,,,,,,,3,1,3,1,0,0,8,35.679152 ,139.997170 
122041,116,千葉県,船橋市,高根台グリーンキディ保育園,タカネダイグリーンキディホイクエン,私立保育園,千葉県船橋市高根台2-10-5,,,,,,047-465-5900,,,,,,78,0歳～5歳,,,,,,,,19,0,2,1,0,0,22,35.732566 ,140.033310 
122041,117,千葉県,船橋市,アポロンの丘,アポロンノオカ,私立保育園,千葉県船橋市習志野台2-59-22,,,,,,047-404-5427,,,,,,48,0歳～2歳,,,,,,,,6,0,0,,,,6,35.727684 ,140.047038 
122041,118,千葉県,船橋市,リサ保育園,リサホイクエン,私立保育園,千葉県船橋市海神町南1-728,,,,,,047-404-5621,,,,,,90,0歳～5歳,,,,,,,,24,2,1,0,0,0,27,35.703459 ,139.960445 
122041,119,千葉県,船橋市,シーガル保育園,シーガルホイクエン,私立保育園,千葉県船橋市飯山満町2-1007-1,,,,,,047-404-7611,,,,,,120,0歳～5歳,,,,,,,,17,2,2,0,0,0,21,35.713399 ,140.021406 
122041,120,千葉県,船橋市,敬心ゆめ保育園,ケイココロユメホイクエン,私立保育園,千葉県船橋市東船橋3-15-8,,,,,,047-411-5725,,,,,,110,0歳～5歳,,,,,,,,19,6,1,0,0,0,26,35.700741 ,140.009063 
122041,121,千葉県,船橋市,ゆいまーる保育園,ユイマールホイクエン,私立保育園,千葉県船橋市北本町1-12-8,,,,,,047-424-7711,,,,,,140,0歳～5歳,,,,,,,,8,3,1,0,0,0,12,35.712589 ,139.981796 
122041,122,千葉県,船橋市,ナーサリー木の実,ナーサリーキノミ,私立保育園,千葉県船橋市坪井東4-7-60,,,,,,047-497-8457,,,,,,90,0歳～5歳,,,,,,,,16,4,2,0,0,0,22,35.724440 ,140.062557 
122041,123,千葉県,船橋市,丸山旭保育園,マルヤマアサヒホイクエン,私立保育園,千葉県船橋市丸山5-33-25,,,,,,047-438-3383,,,,,,80,0歳～5歳,,,,,,,,18,1,3,0,0,0,22,35.742816 ,139.993656 
122041,124,千葉県,船橋市,あまねの杜保育園,アマネノモリホイクエン,私立保育園,千葉県船橋市行田2-9-10,,,,,,047-401-5011,,,,,,160,0歳～5歳,,,,,,,,15,5,2,0,1,0,23,35.722828 ,139.971979 
122041,125,千葉県,船橋市,あい・あい保育園　宮本園,アイ・アイホイクエン　ミヤモトエン,私立保育園,千葉県船橋市宮本3-9-4,,,,,,047-401-0271,,,,,,74,0歳～5歳,,,,,,,,1,0,0,0,0,0,1,35.690598 ,139.994815 
122041,126,千葉県,船橋市,東船橋ちとせ保育園,ヒガシフナバシチトセホイクエン,私立保育園,千葉県船橋市東船橋1-16-25,,,,,,047-423-5717,,,,,,100,0歳～5歳,,,,,,,,7,0,0,0,0,0,7,35.697064 ,140.003747 
122041,127,千葉県,船橋市,船橋どろんこ保育園,フナバシドロンコホイクエン,私立保育園,千葉県船橋市本町6-8-9,,,,,,047-429-8140,,,,,,110,0歳～5歳,,,,,,,,12,1,0,0,0,0,13,35.705541 ,139.986135 
122041,128,千葉県,船橋市,グローバルキッズ コトニア西船橋園,グローバルキッズ コトニアニシフナバシエン,私立保育園,千葉県船橋市東中山1-19-13,,,,,,047-336-6661,,,,,,90,0歳～5歳,,,,,,,,3,0,0,0,0,0,3,35.712171 ,139.948472 
122041,129,千葉県,船橋市,船橋ハーモニー保育園,フナバシハーモニーホイクエン,私立保育園,千葉県船橋市前原東5-8-8,,,,,,047-429-8802,,,,,,105,0歳～5歳,,,,,,,,8,2,1,0,0,0,11,35.703563 ,140.033412 
122041,130,千葉県,船橋市,ミアヘルサ保育園ひびき新船橋,ミアヘルサホイクエンヒビキシンフナバシ,私立保育園,千葉県船橋市海神3-26-30,,,,,,047-401-3875,,,,,,100,0歳～5歳,,,,,,,,2,0,0,0,0,0,2,35.709779 ,139.979323 
122041,131,千葉県,船橋市,えがおの森保育園・にしふなばし,エガオノモリホイクエン・ニシフナバシ,私立保育園,千葉県船橋市本郷町430,,,,,,047-332-0581,,,,,,92,0歳～5歳,,,,,,,,3,0,0,0,0,0,3,35.707806 ,139.954668 
122041,132,千葉県,船橋市,薬園台・学びの保育園,ヤクエンダイ・マナビノホイクエン,私立保育園,千葉県船橋市薬円台5-6-7,,,,,,047-402-4680,,,,,,71,0歳～5歳,,,,,,,,4,3,1,0,0,0,8,35.710254 ,140.039104 
122041,133,千葉県,船橋市,あい・あい保育園　北習志野園,アイ・アイホイクエン　キタナラシノエン,私立保育園,千葉県船橋市西習志野3-27-7,,,,,,047-404-7771,,,,,,56,0歳～5歳,,,,,,,,6,0,0,0,0,0,6,35.721374 ,140.041695 
122041,134,千葉県,船橋市,船橋光の子保育園,フナバシヒカリノコホイクエン,私立保育園,千葉県船橋市丸山1-3-3,,,,,,047-406-7055,,,,,,50,0歳～5歳,,,,,,,,0,1,0,0,0,0,1,35.743569 ,139.991173 
122041,135,千葉県,船橋市,船橋法典すきっぷ保育園,フナバシホウテンスキップホイクエン,私立保育園,千葉県船橋市藤原1-3-10,,,,,,047-382-5917,,,,,,65,0歳～5歳,,,,,,,,7,0,1,0,0,0,8,35.729287 ,139.963616 
122041,136,千葉県,船橋市,あい・あい保育園　船橋法典園,アイ・アイホイクエン　フナバシホウテンエン,私立保育園,千葉県船橋市上山町1-223-4,,,,,,047-382-5357,,,,,,60,0歳～5歳,,,,,,,,2,2,3,0,0,0,7,35.730428 ,139.970477 
122041,137,千葉県,船橋市,あい・あい保育園　西船橋園,アイ・アイホイクエン　ニシフナバシエン,私立保育園,千葉県船橋市西船5-26-25,,,,,,047-307-9202,,,,,,60,0歳～5歳,,,,,,,,5,2,0,0,0,0,7,35.709906 ,139.956980 
122041,138,千葉県,船橋市,にじいろ保育園薬円台,ニジイロホイクエンヤクエンダイ,私立保育園,千葉県船橋市薬円台1-24-1,,,,,,047-402-4033,,,,,,77,0歳～5歳,,,,,,,,2,1,0,0,0,0,3,35.707902 ,140.043218 
122041,139,千葉県,船橋市,塚田ここわ保育園,ツカダココワホイクエン,私立保育園,千葉県船橋市北本町2-41-20,,,,,,047-407-0243,,,,,,60,0歳～5歳,,,,,,,,5,1,0,0,0,0,6,35.719131 ,139.981168 
122041,140,千葉県,船橋市,ブルゥミング保育園,ブルゥミングホイクエン,私立保育園,千葉県船橋市宮本1-8-11,,,,,,047-409-9996,,,,,,90,0歳～5歳,,,,,,,,2,0,0,0,0,0,2,35.699281 ,139.991789 
122041,141,千葉県,船橋市,そらまめ保育園　新船橋,ソラマメホイクエン　シンフナバシ,私立保育園,千葉県船橋市北本町1-17-22,,,,,,047-455-8682,,,,,,90,0歳～5歳,,,,,,,,0,1,0,0,0,0,1,35.709880 ,139.982783 
122041,142,千葉県,船橋市,まなびの森保育園飯山満,マナビノモリホイクエンハサマ,私立保育園,千葉県船橋市二宮1-71-30,,,,,,047-466-7788,,,,,,60,0歳～5歳,,,,,,,,5,2,1,0,0,0,8,35.711016 ,140.027951 
122041,143,千葉県,船橋市,グリュック保育園,グリュックホイクエン,私立保育園,千葉県船橋市東船橋1-26-10,,,,,,047-424-3741,,,,,,60,0歳～5歳,,,,,,,,10,0,0,0,0,0,10,35.698885 ,140.003752 
122041,144,千葉県,船橋市,ゆめのもり保育園,ユメノモリホイクエン,私立保育園,千葉県船橋市前原西7-1-19,,,,,,047-406-4700,,,,,,60,0歳～5歳,,,,,,,,6,2,0,0,0,0,8,35.697813 ,140.024984 
122041,145,千葉県,船橋市,船橋どろんこ保育園分園,フナバシドロンコホイクエンブンエン,私立保育園,千葉県船橋市本町5-18-25,,,,,,047-409-2871,,,,,,30,0歳～2歳,,,,,,,,0,0,0,,,,0,35.701420 ,139.988925 
122041,146,千葉県,船橋市,太陽の子　塚田保育園,タイヨウノコ　ツカダホイクエン,私立保育園,千葉県船橋市行田町352-5,,,,,,047-406-6006,,,,,,75,0歳～5歳,,,,,,,,28,4,1,0,0,0,33,35.723421 ,139.981307 
122041,147,千葉県,船橋市,まなびの森保育園東船橋,マナビノモリホイクエンヒガシフナハシ,私立保育園,千葉県船橋市東船橋1-18-12,,,,,,047-411-1155,,,,,,80,0歳～5歳,,,,,,,,24,3,2,0,0,0,29,35.698270 ,140.004095 
122041,148,千葉県,船橋市,りんごのき保育園,リンゴノキホイクエン,私立保育園,千葉県船橋市東船橋1-24-15 グレイス東船橋1階,,,,,,047-411-8054,,,,,,40,0歳～5歳,,,,,,,,1,0,0,0,0,0,1,35.698257 ,140.001682 
122041,149,千葉県,船橋市,新船橋ここわ保育園,シンフナバシココワホイクエン,私立保育園,千葉県船橋市海神5-29-61,,,,,,047-402-6431,,,,,,60,0歳～5歳,,,,,,,,3,0,1,0,0,0,4,35.711326 ,139.970289 
122041,150,千葉県,船橋市,西船橋すきっぷ保育園,ニシフナバシスキップホイクエン,私立保育園,千葉県船橋市西船4-12-20,,,,,,047-401-6251,,,,,,65,0歳～5歳,,,,,,,,7,0,0,0,0,0,7,35.710228 ,139.959828 
122041,151,千葉県,船橋市,ラブキッズ,ラブキッズ,私立保育園,千葉県船橋市行田3-2-21,,,,,,047-429-1212,,,,,,70,0歳～5歳,,,,,,,,4,1,1,1,0,0,7,35.718399 ,139.970745 
122041,152,千葉県,船橋市,ゆめわかば保育園,ユメワカバホイクエン,私立保育園,千葉県船橋市前原東2-18-41,,,,,,047-406-4421,,,,,,70,0歳～5歳,,,,,,,,4,4,1,1,0,0,10,35.697778 ,140.031116 
122041,153,千葉県,船橋市,たんぽぽ西船橋駅前保育園,タンポポニシフナバシエキマエホイクエン,私立保育園,千葉県船橋市印内町631-1,,,,,,047-420-3017,,,,,,80,0歳～5歳,,,,,,,,4,1,0,0,0,0,5,35.705005 ,139.957656 
122041,154,千葉県,船橋市,たんぽぽ海神町南保育園,タンポポカイジンチョウミナミホイクエン,私立保育園,千葉県船橋市海神町南1-1428-20,,,,,,047-495-6200,,,,,,60,0歳～5歳,,,,,,,,5,0,0,0,0,0,5,35.702239 ,139.963117 
122041,155,千葉県,船橋市,船橋くれよん保育園,フナバシクレヨンホイクエン,私立保育園,千葉県船橋市坪井東2-13-27,,,,,,047-460-9926,,,,,,60,1歳～5歳,,,,,,,,,0,0,0,0,0,0,35.729304 ,140.059966 
122041,156,千葉県,船橋市,Milky Way International Nursery School 新船橋校,Milky Way International Nursery School シンフナバシコウ,私立保育園,千葉県船橋市夏見3-20-11,,,,,,047-455-3225,,,,,,80,0歳～5歳,,,,,,,,6,4,1,0,0,0,11,35.713935 ,139.986597 
122041,157,千葉県,船橋市,西船橋雲母保育園,ニシフナバシキララホイクエン,私立保育園,千葉県船橋市本郷町456-1-2F,,,,,,047-709-4300,,,,,,60,0歳～5歳,,,,,,,,1,0,0,0,0,0,1,35.708233 ,139.953638 
122041,158,千葉県,船橋市,そらまめ保育園　西船橋,ソラマメホイクエン　ニシフナバシ,私立保育園,千葉県船橋市海神6-16-11,,,,,,047-497-8285,,,,,,75,0歳～5歳,,,,,,,,7,0,0,0,0,0,7,35.706229 ,139.968787 
122041,159,千葉県,船橋市,まなびの森保育園船橋競馬場駅前,マナビノモリホイクエンフナバシケイバジョウエキマエ,私立保育園,千葉県船橋市宮本9-1-11,,,,,,047-402-4402,,,,,,140,0歳～5歳,,,,,,,,8,2,1,0,0,0,11,35.689601 ,139.997138 
122041,160,千葉県,船橋市,ポポラー千葉新船橋園,ポポラーチバシンフナバシエン,私立保育園,千葉県船橋市北本町1-12-17-2F,,,,,,047-460-3040,,,,,,50,0歳～5歳,,,,,,,,2,0,0,0,0,0,2,35.711953 ,139.981560 
122041,161,千葉県,船橋市,船橋うめのき保育園,フナバシウメノキホイクエン,私立保育園,千葉県船橋市上山町1-225-3,,,,,,047-710-5431,,,,,,60,0歳～5歳,,,,,,,,3,0,0,0,0,0,3,35.730693 ,139.970300 
122041,162,千葉県,船橋市,ミアヘルサ保育園ひびき新船橋北,ミアヘルサホイクエンヒビキシンフナバシキタ,私立保育園,千葉県船橋市山手1-1-11,,,,,,047-498-9370,,,,,,75,0歳～5歳,,,,,,,,2,0,0,0,0,0,2,35.715246 ,139.980369 
122041,163,千葉県,船橋市,船橋こどもの木保育園,フナバシコドモノキホイクエン,私立保育園,千葉県船橋市西習志野2-6-1,,,,,,047-468-8207,,,,,,60,0歳～5歳,,,,,,,,12,5,2,1,0,0,20,35.725598 ,140.035064 
122041,164,千葉県,船橋市,船橋馬込沢雲母保育園,フナバシマゴメザワキララホイクエン,私立保育園,千葉県船橋市上山町2-487-1,,,,,,047-430-2424,,,,,,60,0歳～5歳,,,,,,,,6,1,0,0,0,0,7,35.736267 ,139.980422 
122041,165,千葉県,船橋市,京進のほいくえん　ＨＯＰＰＡ前原西,キョウススムノホイクエン　ＨＯＰＰＡマエハラニシ,私立保育園,千葉県船橋市前原西4-12-15,,,,,,047-489-5260,,,,,,70,0歳～5歳,,,,,,,,2,0,0,0,0,0,2,35.698527 ,140.015559 
122041,166,千葉県,船橋市,ここみ保育園,ココミホイクエン,私立保育園,千葉県船橋市海神1-8-9,,,,,,047-432-2904,,,,,,40,0歳～5歳,,,,,,,,3,0,0,0,0,0,3,35.700270 ,139.980336 
122041,167,千葉県,船橋市,共同保育所子どもの家,キョウドウホイクジョコドモノイエ,私立保育園,千葉県船橋市本町5-15-9,,,,,,047-423-1770,,,,,,50,0歳～5歳,,,,,,,,0,0,0,0,0,0,0,35.702557 ,139.990266 
122041,168,千葉県,船橋市,ベル・ナーサリー　塚田,ベル・ナーサリー　ツカダ,私立保育園,千葉県船橋市行田1-50-31,,,,,,047-401-3930,,,,,,150,0歳～5歳,,,,,,,,4,3,0,0,0,0,7,35.719061 ,139.978201 
122041,169,千葉県,船橋市,東船橋雲母保育園,ヒガシフナハシキララホイクエン,私立保育園,千葉県船橋市東船橋3-36-13,,,,,,047-460-5130,,,,,,60,0歳～5歳,,,,,,,,6,1,0,0,0,0,7,35.702392 ,140.006703 
